label,n_halos,seed,ensemble_mode,tier,sigma_over_m_cm2_g,delta_chi2_optimistic_5pct,sigma_separation_optimistic_5pct,delta_chi2_conservative_10pct,sigma_separation_conservative_10pct,required_uniform_fraction_for_3sigma,required_uniform_percent_for_3sigma,max_abs_delta_sigma_ratio_shift_percent,ensemble_mean_mass_msun,ensemble_median_mass_msun,ensemble_std_log10_mass_dex
cluster2_z0p1,400,201,HMF,tier1,0.05,2.221634198107559e-09,4.713421472887354e-05,5.554085495268897e-10,2.356710736443677e-05,7.855702454812256e-07,7.855702454812255e-05,7.629594804825501e-05,298526410790633.44,225547506808902.7,0.2599199403921293
cluster2_z0p1,400,201,HMF,tier2,0.05,2.0813844164681513e-09,4.562219214886711e-05,5.203461041170378e-10,2.2811096074433554e-05,7.603698691477851e-07,7.603698691477851e-05,7.598597968616616e-05,298526410790633.44,225547506808902.7,0.2599199403921293
cluster2_z0p1,400,201,HMF,tier3,0.05,6.420803687612672e-05,0.00801299175565074,1.605200921903168e-05,0.00400649587782537,0.000133549862594179,0.013354986259417901,0.03067171572156413,298526410790633.44,225547506808902.7,0.2599199403921293
cluster2_z0p1,400,201,HMF,tier1,0.1,8.88631239167505e-09,9.426723922803218e-05,2.2215780979187626e-09,4.713361961401609e-05,1.5711206538005363e-06,0.00015711206538005363,0.00015258890033731376,298526410790633.44,225547506808902.7,0.2599199403921293
cluster2_z0p1,400,201,HMF,tier2,0.1,8.325323273710993e-09,9.124320946629943e-05,2.0813308184277483e-09,4.5621604733149714e-05,1.520720157771657e-06,0.0001520720157771657,0.00015196897666935882,298526410790633.44,225547506808902.7,0.2599199403921293
cluster2_z0p1,400,201,HMF,tier3,0.1,0.00023669906398976926,0.015385027266461676,5.9174765997442315e-05,0.007692513633230838,0.0002564171211076946,0.02564171211076946,0.05878862948944796,298526410790633.44,225547506808902.7,0.2599199403921293
cluster2_z0p1,400,201,HMF,tier1,0.2,3.5543454662069964e-08,0.00018852971824640796,8.885863665517491e-09,9.426485912320398e-05,3.142161970773466e-06,0.0003142161970773466,0.00030516581965844836,298526410790633.44,225547506808902.7,0.2599199403921293
cluster2_z0p1,400,201,HMF,tier2,0.2,3.329957825199305e-08,0.000182481720322867,8.324894562998262e-09,9.12408601614335e-05,3.041362005381117e-06,0.0003041362005381117,0.0003039260252135634,298526410790633.44,225547506808902.7,0.2599199403921293
cluster2_z0p1,400,201,HMF,tier3,0.2,0.000811469187559638,0.028486298242482087,0.0002028672968899095,0.014243149121241043,0.00047477163737470144,0.04747716373747014,0.1085169826019472,298526410790633.44,225547506808902.7,0.2599199403921293
cluster2_z0p1,400,201,HMF,tier1,0.3,7.996873516387775e-08,0.0002827874381295565,1.9992183790969438e-08,0.00014139371906477825,4.713123968825942e-06,0.0004713123968825942,0.00045773076191579776,298526410790633.44,225547506808902.7,0.2599199403921293
cluster2_z0p1,400,201,HMF,tier2,0.3,7.492019341166301e-08,0.000273715533741991,1.8730048352915753e-08,0.0001368577668709955,4.561925562366517e-06,0.0004561925562366517,0.0004558711499846879,298526410790633.44,225547506808902.7,0.2599199403921293
cluster2_z0p1,400,201,HMF,tier3,0.3,0.001581689620261153,0.039770461655117266,0.00039542240506528826,0.019885230827558633,0.0006628410275852878,0.06628410275852878,0.15110185065357884,298526410790633.44,225547506808902.7,0.2599199403921293
