label,n_halos,seed,ensemble_mode,tier,sigma_over_m_cm2_g,delta_chi2_optimistic_5pct,sigma_separation_optimistic_5pct,delta_chi2_conservative_10pct,sigma_separation_conservative_10pct,required_uniform_fraction_for_3sigma,required_uniform_percent_for_3sigma,max_abs_delta_sigma_ratio_shift_percent,ensemble_mean_mass_msun,ensemble_median_mass_msun,ensemble_std_log10_mass_dex
dwarf1_z0p2,800,302,SHMR,tier1,10.0,33.51043256916011,5.788819617949769,8.377608142290027,2.8944098089748844,0.09648032696582949,9.648032696582948,,17308470956.943375,9984176507.273687,0.4416377205590841
dwarf1_z0p2,800,302,SHMR,tier2,10.0,28.167457038371197,5.3073022373302985,7.041864259592799,2.6536511186651492,0.08845503728883831,8.845503728883832,,17308470956.943375,9984176507.273687,0.4416377205590841
dwarf1_z0p2,800,302,SHMR,tier3,10.0,27.973384028712523,5.2889870512899275,6.993346007178131,2.6444935256449638,0.08814978418816549,8.81497841881655,,17308470956.943375,9984176507.273687,0.4416377205590841
dwarf1_z0p2,800,302,SHMR,tier1,20.0,59.29542224655725,7.700352085882648,14.823855561639313,3.850176042941324,0.12833920143137745,12.833920143137744,,17308470956.943375,9984176507.273687,0.4416377205590841
dwarf1_z0p2,800,302,SHMR,tier2,20.0,51.72339995666111,7.191898216511487,12.930849989165278,3.5959491082557435,0.11986497027519145,11.986497027519146,,17308470956.943375,9984176507.273687,0.4416377205590841
dwarf1_z0p2,800,302,SHMR,tier3,20.0,51.47745498693667,7.174779089765529,12.869363746734168,3.5873895448827646,0.11957965149609215,11.957965149609215,,17308470956.943375,9984176507.273687,0.4416377205590841
dwarf1_z0p2,800,302,SHMR,tier1,50.0,167.0436120634986,12.924535274565914,41.76090301587465,6.462267637282957,0.21540892124276523,21.540892124276525,,17308470956.943375,9984176507.273687,0.4416377205590841
dwarf1_z0p2,800,302,SHMR,tier2,50.0,156.1080874706076,12.49432220933203,39.0270218676519,6.247161104666015,0.20823870348886717,20.823870348886718,,17308470956.943375,9984176507.273687,0.4416377205590841
dwarf1_z0p2,800,302,SHMR,tier3,50.0,155.83180520808656,12.483261000559372,38.95795130202164,6.241630500279686,0.20805435000932287,20.805435000932288,,17308470956.943375,9984176507.273687,0.4416377205590841
dwarf1_z0p2,800,302,SHMR,tier1,100.0,265.13906241107276,16.28309130389782,66.28476560276819,8.14154565194891,0.2713848550649636,27.138485506496362,,17308470956.943375,9984176507.273687,0.4416377205590841
dwarf1_z0p2,800,302,SHMR,tier2,100.0,253.1011628422505,15.909153429464764,63.27529071056262,7.954576714732382,0.2651525571577461,26.51525571577461,,17308470956.943375,9984176507.273687,0.4416377205590841
dwarf1_z0p2,800,302,SHMR,tier3,100.0,252.84277869232187,15.90103074307832,63.21069467308047,7.95051537153916,0.26501717905130534,26.501717905130533,,17308470956.943375,9984176507.273687,0.4416377205590841
