label,n_halos,seed,ensemble_mode,tier,sigma_over_m_cm2_g,delta_chi2_optimistic_5pct,sigma_separation_optimistic_5pct,delta_chi2_conservative_10pct,sigma_separation_conservative_10pct,required_uniform_fraction_for_3sigma,required_uniform_percent_for_3sigma,max_abs_delta_sigma_ratio_shift_percent,ensemble_mean_mass_msun,ensemble_median_mass_msun,ensemble_std_log10_mass_dex
dwarf2_z0p05,800,401,SHMR,tier1,10.0,14.2135959394976,3.770092298538273,3.5533989848744,1.8850461492691366,0.06283487164230456,6.283487164230456,,391138954342.58405,232361274809.67218,0.45566925489467336
dwarf2_z0p05,800,401,SHMR,tier2,10.0,13.079661027347994,3.6165814006251806,3.2699152568369985,1.8082907003125903,0.06027635667708634,6.027635667708634,,391138954342.58405,232361274809.67218,0.45566925489467336
dwarf2_z0p05,800,401,SHMR,tier3,10.0,13.04749928549062,3.6121322353273033,3.261874821372655,1.8060661176636517,0.06020220392212172,6.020220392212172,,391138954342.58405,232361274809.67218,0.45566925489467336
dwarf2_z0p05,800,401,SHMR,tier1,20.0,49.80350494917412,7.057159835881154,12.45087623729353,3.528579917940577,0.11761933059801924,11.761933059801924,,391138954342.58405,232361274809.67218,0.45566925489467336
dwarf2_z0p05,800,401,SHMR,tier2,20.0,46.74584175631851,6.8370930779329395,11.686460439079628,3.4185465389664698,0.11395155129888233,11.395155129888233,,391138954342.58405,232361274809.67218,0.45566925489467336
dwarf2_z0p05,800,401,SHMR,tier3,20.0,46.69222277686998,6.833170770357637,11.673055694217496,3.4165853851788186,0.11388617950596062,11.388617950596062,,391138954342.58405,232361274809.67218,0.45566925489467336
dwarf2_z0p05,800,401,SHMR,tier1,50.0,225.65402844619953,15.021785128479223,56.41350711154988,7.510892564239612,0.2503630854746537,25.036308547465367,,391138954342.58405,232361274809.67218,0.45566925489467336
dwarf2_z0p05,800,401,SHMR,tier2,50.0,216.0631016427136,14.699085061415,54.0157754106784,7.3495425307075,0.24498475102358327,24.498475102358327,,391138954342.58405,232361274809.67218,0.45566925489467336
dwarf2_z0p05,800,401,SHMR,tier3,50.0,215.97437810621727,14.696066756320116,53.99359452655432,7.348033378160058,0.24493444593866862,24.49344459386686,,391138954342.58405,232361274809.67218,0.45566925489467336
dwarf2_z0p05,800,401,SHMR,tier1,100.0,454.9443703168145,21.32942498795536,113.73609257920363,10.66471249397768,0.35549041646592267,35.549041646592265,,391138954342.58405,232361274809.67218,0.45566925489467336
dwarf2_z0p05,800,401,SHMR,tier2,100.0,438.4801031187976,20.93991650219259,109.6200257796994,10.469958251096296,0.3489986083698765,34.89986083698765,,391138954342.58405,232361274809.67218,0.45566925489467336
dwarf2_z0p05,800,401,SHMR,tier3,100.0,438.3654361032497,20.937178322382643,109.59135902581242,10.468589161191321,0.34895297203971076,34.895297203971076,,391138954342.58405,232361274809.67218,0.45566925489467336
