M200,m200_msun,z,c200,weight
37794106942042.64,37794106942042.64,0.5,3.6137297243626714,0.0025
42883348338357.44,42883348338357.44,0.5,2.180930878198433,0.0025
67824675931927.4,67824675931927.4,0.5,3.2979015742442055,0.0025
59245299188965.88,59245299188965.88,0.5,2.830326709576016,0.0025
58038816859418.2,58038816859418.2,0.5,5.206130703571084,0.0025
77860271522831.89,77860271522831.89,0.5,2.6887553174336984,0.0025
32812345443526.22,32812345443526.22,0.5,2.951014621768162,0.0025
86487703460315.0,86487703460315.0,0.5,4.56200512213843,0.0025
54515288874430.18,54515288874430.18,0.5,1.7563000942787248,0.0025
50855391296496.13,50855391296496.13,0.5,2.732797257092506,0.0025
71177012866045.31,71177012866045.31,0.5,5.674776978125926,0.0025
42206975685479.39,42206975685479.39,0.5,3.425560110529431,0.0025
90102252120993.86,90102252120993.86,0.5,4.8361699209407565,0.0025
62505755337078.195,62505755337078.195,0.5,1.5,0.0025
80291659205260.53,80291659205260.53,0.5,2.5877699709663537,0.0025
34991192648466.2,34991192648466.2,0.5,3.4061947639734456,0.0025
37247304287368.32,37247304287368.32,0.5,2.0311612996909214,0.0025
88452782880770.81,88452782880770.81,0.5,4.830346895436469,0.0025
35290914430222.195,35290914430222.195,0.5,1.9953938913666074,0.0025
72190009079630.03,72190009079630.03,0.5,2.6739859120694156,0.0025
32071710289268.387,32071710289268.387,0.5,4.134672474213887,0.0025
42352308712760.305,42352308712760.305,0.5,3.6909883587903263,0.0025
43110607387741.67,43110607387741.67,0.5,3.1616587237987464,0.0025
81880945379227.03,81880945379227.03,0.5,2.2637108930824663,0.0025
44932796704909.46,44932796704909.46,0.5,3.705613554267431,0.0025
40392425817668.38,40392425817668.38,0.5,2.533201077169546,0.0025
32413097573328.47,32413097573328.47,0.5,6.36017378654992,0.0025
43912153769456.57,43912153769456.57,0.5,3.089065487994896,0.0025
84530274512291.22,84530274512291.22,0.5,2.197318162234439,0.0025
57725539116632.31,57725539116632.31,0.5,5.297860042762638,0.0025
32844367098922.82,32844367098922.82,0.5,7.34981260678374,0.0025
34963125481273.8,34963125481273.8,0.5,4.207411574674117,0.0025
42597386905512.15,42597386905512.15,0.5,2.817420670159216,0.0025
75161452749620.67,75161452749620.67,0.5,1.7701902391455564,0.0025
39544652918287.09,39544652918287.09,0.5,2.704608538881401,0.0025
32191551967515.566,32191551967515.566,0.5,5.093009050771655,0.0025
98867158919813.14,98867158919813.14,0.5,4.139066935197569,0.0025
94136182065668.61,94136182065668.61,0.5,1.558237806440179,0.0025
63330145473741.37,63330145473741.37,0.5,3.7154655132082555,0.0025
40103891879137.1,40103891879137.1,0.5,1.7457337979850585,0.0025
60780425652527.47,60780425652527.47,0.5,4.372703084513925,0.0025
41267033085309.695,41267033085309.695,0.5,6.964316407931318,0.0025
65854307231299.44,65854307231299.44,0.5,3.0209462516140744,0.0025
33040408289248.547,33040408289248.547,0.5,5.452861103249425,0.0025
72054546469861.73,72054546469861.73,0.5,2.6847198823919785,0.0025
87123473589315.31,87123473589315.31,0.5,3.0119120515420446,0.0025
78176925132543.4,78176925132543.4,0.5,4.607236032229848,0.0025
41699224470381.016,41699224470381.016,0.5,5.1350135558240755,0.0025
34865866180932.734,34865866180932.734,0.5,2.9587307054547862,0.0025
95887678939312.45,95887678939312.45,0.5,5.512887791405204,0.0025
52778702620366.16,52778702620366.16,0.5,3.399457728238796,0.0025
72877235896061.94,72877235896061.94,0.5,1.5,0.0025
93096131794422.47,93096131794422.47,0.5,4.098170061881329,0.0025
42369185797400.22,42369185797400.22,0.5,4.501229261264165,0.0025
99246753648148.8,99246753648148.8,0.5,1.5,0.0025
46555196003633.28,46555196003633.28,0.5,3.243576654445349,0.0025
63510538947507.46,63510538947507.46,0.5,4.682858899227429,0.0025
76330758851567.69,76330758851567.69,0.5,3.6527603685690564,0.0025
58208710121811.25,58208710121811.25,0.5,2.523831377636272,0.0025
67659419570651.54,67659419570651.54,0.5,2.3347136659614405,0.0025
87830948382705.53,87830948382705.53,0.5,3.3795113788265434,0.0025
90284676886474.47,90284676886474.47,0.5,2.9531440090864454,0.0025
49688364568844.055,49688364568844.055,0.5,4.670842663999412,0.0025
32419970278004.938,32419970278004.938,0.5,4.170258330117035,0.0025
52188491666536.92,52188491666536.92,0.5,6.784034066111339,0.0025
84892253039690.5,84892253039690.5,0.5,2.764138598535491,0.0025
32513707110222.742,32513707110222.742,0.5,4.624235002656464,0.0025
73132106241631.0,73132106241631.0,0.5,4.317427821666994,0.0025
43877582663019.49,43877582663019.49,0.5,3.707743882353845,0.0025
72448445722782.3,72448445722782.3,0.5,4.845198389916126,0.0025
52494642401085.09,52494642401085.09,0.5,1.8840144042197287,0.0025
74478569930747.77,74478569930747.77,0.5,3.058140178254583,0.0025
65550954264683.77,65550954264683.77,0.5,7.824406632238274,0.0025
36890763659710.04,36890763659710.04,0.5,4.817727357268047,0.0025
38780531282762.85,38780531282762.85,0.5,3.8228131294002985,0.0025
56083253306289.24,56083253306289.24,0.5,5.618117272065162,0.0025
76124431894906.2,76124431894906.2,0.5,3.338423957841318,0.0025
67951763693990.19,67951763693990.19,0.5,2.262096536993777,0.0025
65282938400432.266,65282938400432.266,0.5,3.879191095586941,0.0025
50947557904487.4,50947557904487.4,0.5,5.227731806064813,0.0025
96941475784637.5,96941475784637.5,0.5,2.997195621043356,0.0025
94702550580268.11,94702550580268.11,0.5,6.626116089771221,0.0025
40508152684544.13,40508152684544.13,0.5,4.107344254983474,0.0025
46659871429790.9,46659871429790.9,0.5,3.59395704571109,0.0025
58380958229737.555,58380958229737.555,0.5,2.8069008878522657,0.0025
32721945084898.242,32721945084898.242,0.5,8.822794906787907,0.0025
62577674747099.09,62577674747099.09,0.5,9.364634761811013,0.0025
50502899029192.87,50502899029192.87,0.5,2.2278124658602483,0.0025
61135392257279.04,61135392257279.04,0.5,3.513121027871196,0.0025
39572797954001.875,39572797954001.875,0.5,2.72151685770525,0.0025
99121829834802.1,99121829834802.1,0.5,5.561839473128906,0.0025
35853024521379.914,35853024521379.914,0.5,3.6239878572536774,0.0025
86192722893232.58,86192722893232.58,0.5,5.142030955902279,0.0025
44583476222370.78,44583476222370.78,0.5,3.4999902569102437,0.0025
88938390378750.08,88938390378750.08,0.5,2.3445030337283543,0.0025
91737215442525.25,91737215442525.25,0.5,6.595263191627861,0.0025
47829441991005.77,47829441991005.77,0.5,3.9200418753437614,0.0025
52331479629641.94,52331479629641.94,0.5,3.3794752524287053,0.0025
79918394240992.08,79918394240992.08,0.5,2.4626981047030876,0.0025
49609020735011.91,49609020735011.91,0.5,4.17294483230971,0.0025
41494686380349.125,41494686380349.125,0.5,6.077978659979866,0.0025
39100910817313.48,39100910817313.48,0.5,3.3291976344985525,0.0025
35090984717465.28,35090984717465.28,0.5,9.703763605326571,0.0025
32009893510710.93,32009893510710.93,0.5,7.640957857699313,0.0025
61687816220464.51,61687816220464.51,0.5,3.909760666374583,0.0025
98309564105946.73,98309564105946.73,0.5,4.524697822509149,0.0025
66334788856083.75,66334788856083.75,0.5,3.1396227462823982,0.0025
33488583184416.312,33488583184416.312,0.5,4.877050183486211,0.0025
76285459309651.05,76285459309651.05,0.5,2.2766520746153502,0.0025
43688380350817.89,43688380350817.89,0.5,2.459471644750174,0.0025
49622115005505.0,49622115005505.0,0.5,10.016335893523532,0.0025
67657279043163.125,67657279043163.125,0.5,4.016616608644137,0.0025
42347004001616.89,42347004001616.89,0.5,5.386472051233274,0.0025
50077240474277.29,50077240474277.29,0.5,2.705114665592558,0.0025
72412210712715.06,72412210712715.06,0.5,4.370558192695814,0.0025
48454797447206.67,48454797447206.67,0.5,3.53848901735832,0.0025
34750715127792.777,34750715127792.777,0.5,1.5986936953893116,0.0025
85039094274800.89,85039094274800.89,0.5,3.135884871981978,0.0025
59727322685797.66,59727322685797.66,0.5,3.605472316945721,0.0025
63185759865415.49,63185759865415.49,0.5,3.4104014704769634,0.0025
61919905793479.484,61919905793479.484,0.5,5.657874671588963,0.0025
32650864513738.33,32650864513738.33,0.5,4.847366304795787,0.0025
41863762631718.68,41863762631718.68,0.5,2.0649858158611414,0.0025
40052933994719.73,40052933994719.73,0.5,2.7394409191818414,0.0025
35739529770425.14,35739529770425.14,0.5,3.464727303648134,0.0025
38741790855901.484,38741790855901.484,0.5,3.7745981874405503,0.0025
70553852883199.39,70553852883199.39,0.5,3.463756512855518,0.0025
53407107404625.86,53407107404625.86,0.5,2.0094287001092765,0.0025
63674125616874.31,63674125616874.31,0.5,3.8033936156640555,0.0025
42900912912570.98,42900912912570.98,0.5,3.139734099491609,0.0025
91152062598393.55,91152062598393.55,0.5,1.5,0.0025
38828054676774.875,38828054676774.875,0.5,1.5,0.0025
71962048616334.48,71962048616334.48,0.5,1.8063710713272942,0.0025
76333418568838.64,76333418568838.64,0.5,2.3553229112046123,0.0025
66409852253167.55,66409852253167.55,0.5,1.9417529888418361,0.0025
41719330505047.97,41719330505047.97,0.5,2.3274512527026743,0.0025
55343651899426.164,55343651899426.164,0.5,1.9404935892221575,0.0025
32127279095213.56,32127279095213.56,0.5,2.899184033347034,0.0025
98759399290306.45,98759399290306.45,0.5,4.0774914783171035,0.0025
42941846896380.12,42941846896380.12,0.5,4.23626179150451,0.0025
33104544038915.32,33104544038915.32,0.5,1.7925556782920684,0.0025
49867896320038.164,49867896320038.164,0.5,4.975662422904315,0.0025
60516902533780.6,60516902533780.6,0.5,6.177599152581877,0.0025
56848222814850.28,56848222814850.28,0.5,2.5633127248441503,0.0025
65818426443942.35,65818426443942.35,0.5,7.193205304204623,0.0025
48508919027680.37,48508919027680.37,0.5,3.6198571085140023,0.0025
68674079807849.9,68674079807849.9,0.5,2.1355849837617975,0.0025
73469022556772.7,73469022556772.7,0.5,6.358251805762746,0.0025
92877760364996.61,92877760364996.61,0.5,3.147633523974107,0.0025
34816670773281.77,34816670773281.77,0.5,2.9834056161661877,0.0025
80971811669348.0,80971811669348.0,0.5,7.523303171423715,0.0025
54112829905107.13,54112829905107.13,0.5,6.499145872543458,0.0025
35553041348383.46,35553041348383.46,0.5,3.2439026705377323,0.0025
84031411823105.89,84031411823105.89,0.5,2.580191200815653,0.0025
90106324930894.78,90106324930894.78,0.5,3.367012326788605,0.0025
36522126653541.984,36522126653541.984,0.5,3.9832415994944483,0.0025
38795237632008.58,38795237632008.58,0.5,5.231090261419596,0.0025
96435418748253.28,96435418748253.28,0.5,1.5,0.0025
85658373353678.8,85658373353678.8,0.5,3.948620100811127,0.0025
75258284682891.75,75258284682891.75,0.5,3.8023518284969344,0.0025
55764127841975.1,55764127841975.1,0.5,3.0712497819100517,0.0025
47926431159720.805,47926431159720.805,0.5,3.8744976253063728,0.0025
61858152566406.27,61858152566406.27,0.5,4.68278390418411,0.0025
67737375277699.14,67737375277699.14,0.5,1.8264908656859309,0.0025
57465724420042.55,57465724420042.55,0.5,2.0121884731410233,0.0025
97929784892886.22,97929784892886.22,0.5,3.141551852678223,0.0025
56272477262785.73,56272477262785.73,0.5,3.1544117033006014,0.0025
52060144823223.27,52060144823223.27,0.5,3.3894212156209558,0.0025
39078247634925.336,39078247634925.336,0.5,4.1531766886800945,0.0025
89652791888829.95,89652791888829.95,0.5,7.8964293827047385,0.0025
54345385125024.664,54345385125024.664,0.5,2.920156574397984,0.0025
60664180283002.81,60664180283002.81,0.5,3.818590499884447,0.0025
96447603515934.88,96447603515934.88,0.5,4.75305114743886,0.0025
83792688836905.8,83792688836905.8,0.5,2.8940805870325983,0.0025
32383720699315.723,32383720699315.723,0.5,3.035296192544857,0.0025
34822647877368.484,34822647877368.484,0.5,4.076729805306485,0.0025
60429277046055.44,60429277046055.44,0.5,4.0829566878269254,0.0025
43040589209969.06,43040589209969.06,0.5,2.5268390154322096,0.0025
51063114096436.21,51063114096436.21,0.5,4.291969231599278,0.0025
32682769713706.79,32682769713706.79,0.5,4.222678502771325,0.0025
76757549152192.28,76757549152192.28,0.5,3.7593377004696653,0.0025
79144917148112.28,79144917148112.28,0.5,4.945903532146784,0.0025
46585681772213.63,46585681772213.63,0.5,1.9385825546189264,0.0025
67525694593672.29,67525694593672.29,0.5,4.68079240854947,0.0025
31663653347682.44,31663653347682.44,0.5,2.8935210978524952,0.0025
47509730463115.11,47509730463115.11,0.5,3.3142573928112484,0.0025
41945334304254.64,41945334304254.64,0.5,3.0827579646317735,0.0025
40390859170338.81,40390859170338.81,0.5,2.289903566015104,0.0025
49061289915304.3,49061289915304.3,0.5,4.096433061118691,0.0025
33110422516106.805,33110422516106.805,0.5,8.085631877816065,0.0025
77479638531149.08,77479638531149.08,0.5,3.6248115556368368,0.0025
44471131052365.24,44471131052365.24,0.5,5.8675534989058065,0.0025
52047927719016.81,52047927719016.81,0.5,2.504399440037376,0.0025
42668268506047.52,42668268506047.52,0.5,2.632467593778098,0.0025
48839190562513.61,48839190562513.61,0.5,3.430789708013852,0.0025
81198906680466.14,81198906680466.14,0.5,2.625243973446272,0.0025
81639691196849.64,81639691196849.64,0.5,2.448264680204608,0.0025
77448731299954.39,77448731299954.39,0.5,4.474752801883041,0.0025
89111817570118.53,89111817570118.53,0.5,4.053191706414516,0.0025
39245081381734.12,39245081381734.12,0.5,5.014378879774742,0.0025
98705546538200.31,98705546538200.31,0.5,3.4399539378350212,0.0025
80000927033731.47,80000927033731.47,0.5,3.0792740774380096,0.0025
36442339268567.57,36442339268567.57,0.5,3.0046257597338935,0.0025
74521040780574.72,74521040780574.72,0.5,5.193258837775022,0.0025
54057071899934.14,54057071899934.14,0.5,3.3607181608207224,0.0025
56934253099507.016,56934253099507.016,0.5,5.647487745847679,0.0025
32065871349585.824,32065871349585.824,0.5,5.563026438547639,0.0025
65117776035646.22,65117776035646.22,0.5,8.49057168231663,0.0025
32814107736238.24,32814107736238.24,0.5,3.1910965648788716,0.0025
66923367897594.95,66923367897594.95,0.5,6.256800175958515,0.0025
56343856604519.92,56343856604519.92,0.5,2.274037474705182,0.0025
47221567841367.96,47221567841367.96,0.5,6.401203602569359,0.0025
69342640370064.266,69342640370064.266,0.5,4.814751624958333,0.0025
72702419180029.62,72702419180029.62,0.5,6.127278098484558,0.0025
58080333053807.58,58080333053807.58,0.5,1.7152247560396345,0.0025
59073382340974.984,59073382340974.984,0.5,7.011977203301141,0.0025
69852060517549.54,69852060517549.54,0.5,3.3206047278267983,0.0025
91108787153387.06,91108787153387.06,0.5,3.156460564087291,0.0025
64801705155344.76,64801705155344.76,0.5,1.892657232264768,0.0025
41291198103752.01,41291198103752.01,0.5,2.695666731584095,0.0025
40971940405158.79,40971940405158.79,0.5,6.164584019087651,0.0025
92625533518675.58,92625533518675.58,0.5,6.966782459192595,0.0025
77184089384706.67,77184089384706.67,0.5,4.365287916768741,0.0025
44031568265807.445,44031568265807.445,0.5,2.813592183105796,0.0025
68734144277687.57,68734144277687.57,0.5,4.604992031575857,0.0025
75919336510542.8,75919336510542.8,0.5,1.871732700370153,0.0025
81025379822175.84,81025379822175.84,0.5,3.1070179735211654,0.0025
71760177444872.12,71760177444872.12,0.5,2.6510823806754464,0.0025
42277821860321.74,42277821860321.74,0.5,5.7817171815977115,0.0025
84429034072912.2,84429034072912.2,0.5,1.8159591657128575,0.0025
67693783033447.76,67693783033447.76,0.5,2.942506537427029,0.0025
84384533297534.38,84384533297534.38,0.5,4.009651366892626,0.0025
41352795930791.07,41352795930791.07,0.5,4.682283186880362,0.0025
80219806645539.92,80219806645539.92,0.5,1.9927167915456423,0.0025
70133737652318.47,70133737652318.47,0.5,2.767130594810303,0.0025
44284969151072.17,44284969151072.17,0.5,1.5,0.0025
73949908694320.02,73949908694320.02,0.5,4.893080804825779,0.0025
36219246513047.74,36219246513047.74,0.5,3.006753393399678,0.0025
34141693044075.51,34141693044075.51,0.5,3.0996730045081984,0.0025
77937582637055.4,77937582637055.4,0.5,2.651810396518926,0.0025
31998436226592.25,31998436226592.25,0.5,6.930842946611219,0.0025
42391707867985.484,42391707867985.484,0.5,3.4752646297144407,0.0025
33179976847358.363,33179976847358.363,0.5,2.5180221828793856,0.0025
82078674310999.6,82078674310999.6,0.5,5.1809742930706335,0.0025
43380922154361.75,43380922154361.75,0.5,4.603677082057124,0.0025
71035248781950.3,71035248781950.3,0.5,3.3681856648362243,0.0025
74906291348515.36,74906291348515.36,0.5,2.3475261516309347,0.0025
74785763112920.47,74785763112920.47,0.5,3.4734645873960592,0.0025
39718159594832.82,39718159594832.82,0.5,4.48376898747389,0.0025
31821678181861.918,31821678181861.918,0.5,3.464523386628649,0.0025
50279085723738.64,50279085723738.64,0.5,3.4036281729475566,0.0025
48075461138369.07,48075461138369.07,0.5,5.250717486222926,0.0025
40249410284224.6,40249410284224.6,0.5,2.585617361411667,0.0025
82947435768683.8,82947435768683.8,0.5,4.619925840724305,0.0025
75091630850899.77,75091630850899.77,0.5,2.9613455583048833,0.0025
68592341801253.63,68592341801253.63,0.5,2.1040979290750808,0.0025
67739094729690.39,67739094729690.39,0.5,4.947983527397093,0.0025
64381046203667.1,64381046203667.1,0.5,4.818552661056291,0.0025
39606454541104.54,39606454541104.54,0.5,2.6781180401658204,0.0025
40343957892605.836,40343957892605.836,0.5,2.685876280655111,0.0025
51757614307626.516,51757614307626.516,0.5,5.828110930351563,0.0025
51385306287934.24,51385306287934.24,0.5,3.8821880175854337,0.0025
45989602525655.14,45989602525655.14,0.5,1.7598399905074462,0.0025
32975494680449.453,32975494680449.453,0.5,2.66838774300654,0.0025
49007513959895.75,49007513959895.75,0.5,4.256704846845406,0.0025
94758692978298.7,94758692978298.7,0.5,2.770783815173601,0.0025
34292667848082.836,34292667848082.836,0.5,5.5688017718663465,0.0025
31683386955528.79,31683386955528.79,0.5,3.2285396181209904,0.0025
36327933578032.1,36327933578032.1,0.5,4.751953658753942,0.0025
38888621243912.39,38888621243912.39,0.5,3.854154465299691,0.0025
67484082620850.19,67484082620850.19,0.5,4.187300855281767,0.0025
51211318100961.664,51211318100961.664,0.5,3.9186089495895144,0.0025
86924723529200.52,86924723529200.52,0.5,3.579887870962606,0.0025
41337540890782.55,41337540890782.55,0.5,2.2882785781667945,0.0025
33618968973461.36,33618968973461.36,0.5,6.259176056633967,0.0025
98590995376550.47,98590995376550.47,0.5,2.869699454997686,0.0025
58833498458588.07,58833498458588.07,0.5,2.3303291868634517,0.0025
65446845928210.68,65446845928210.68,0.5,6.83270238630264,0.0025
81028999960339.81,81028999960339.81,0.5,2.7859897187145375,0.0025
69460099690057.36,69460099690057.36,0.5,6.555052296739657,0.0025
51443905180559.836,51443905180559.836,0.5,1.5534473318372302,0.0025
48523701527910.24,48523701527910.24,0.5,4.292562564678566,0.0025
47739730628801.41,47739730628801.41,0.5,3.7676725147707297,0.0025
43911212401420.91,43911212401420.91,0.5,2.7439547554716057,0.0025
98517889595202.11,98517889595202.11,0.5,5.571702998912835,0.0025
88789022293470.55,88789022293470.55,0.5,2.32802238523065,0.0025
54186139069267.51,54186139069267.51,0.5,3.838082209125498,0.0025
40936101219215.96,40936101219215.96,0.5,3.0725023072748785,0.0025
54465457853257.02,54465457853257.02,0.5,5.227565004294564,0.0025
75578335007458.77,75578335007458.77,0.5,2.3040208746700017,0.0025
41782593659673.63,41782593659673.63,0.5,4.075382408466172,0.0025
40643453731631.91,40643453731631.91,0.5,3.954357216812411,0.0025
48861676585114.64,48861676585114.64,0.5,1.5958499923542309,0.0025
50887242722233.5,50887242722233.5,0.5,13.150694034196132,0.0025
84971872468985.42,84971872468985.42,0.5,3.885959066637543,0.0025
66097673051139.82,66097673051139.82,0.5,4.328798789549531,0.0025
55993766693373.78,55993766693373.78,0.5,5.0644497261292125,0.0025
37537684561932.96,37537684561932.96,0.5,3.2506352451867766,0.0025
42784162774900.336,42784162774900.336,0.5,3.033801768145631,0.0025
39500869152534.03,39500869152534.03,0.5,1.5015432214467128,0.0025
84722742615988.27,84722742615988.27,0.5,2.802573047191413,0.0025
35455663150198.18,35455663150198.18,0.5,3.6488099032839534,0.0025
37407802623998.29,37407802623998.29,0.5,4.691791910378384,0.0025
52868200392097.33,52868200392097.33,0.5,3.774903876746472,0.0025
42911754668941.38,42911754668941.38,0.5,4.089197744500928,0.0025
32679311568287.473,32679311568287.473,0.5,4.051082801782683,0.0025
49172517053305.69,49172517053305.69,0.5,4.253254203547173,0.0025
32961204863555.62,32961204863555.62,0.5,4.397679786164761,0.0025
76572462051557.73,76572462051557.73,0.5,3.7837630697989164,0.0025
82826387643885.33,82826387643885.33,0.5,5.0358787050985026,0.0025
50590696077379.1,50590696077379.1,0.5,1.936789056835448,0.0025
49331726173226.914,49331726173226.914,0.5,3.115366614344634,0.0025
79539313774303.64,79539313774303.64,0.5,4.7405522908636435,0.0025
32006683038641.492,32006683038641.492,0.5,3.684708315835588,0.0025
42943507057248.7,42943507057248.7,0.5,2.540516866518947,0.0025
77884290217784.22,77884290217784.22,0.5,3.16501534709183,0.0025
95267195596572.5,95267195596572.5,0.5,3.241699035539173,0.0025
38165226192272.31,38165226192272.31,0.5,3.9104270685810367,0.0025
37577896764208.19,37577896764208.19,0.5,8.54069813058738,0.0025
80163998886400.36,80163998886400.36,0.5,6.329850412676243,0.0025
47452745747442.46,47452745747442.46,0.5,3.065857220677054,0.0025
57772386447596.91,57772386447596.91,0.5,3.9622566904933185,0.0025
74252249929395.62,74252249929395.62,0.5,8.069275765738809,0.0025
38913634696150.914,38913634696150.914,0.5,3.1351756577811125,0.0025
98109499822941.66,98109499822941.66,0.5,4.790034706943131,0.0025
75441200339572.12,75441200339572.12,0.5,3.1638677876842034,0.0025
33589451227334.74,33589451227334.74,0.5,2.574689997759634,0.0025
97360031844059.75,97360031844059.75,0.5,3.2094456151025885,0.0025
62531478329916.39,62531478329916.39,0.5,3.7119171183564568,0.0025
43563382332355.85,43563382332355.85,0.5,6.27297660872214,0.0025
74942310679337.03,74942310679337.03,0.5,2.6012913419939,0.0025
52361009367725.93,52361009367725.93,0.5,6.451244991380027,0.0025
73272093073586.78,73272093073586.78,0.5,3.3084419879100357,0.0025
39354069340273.55,39354069340273.55,0.5,3.532203354822372,0.0025
54296256076624.4,54296256076624.4,0.5,2.4381267660867536,0.0025
70708336260714.81,70708336260714.81,0.5,1.5219515351821056,0.0025
44674097753283.36,44674097753283.36,0.5,3.8024650822474566,0.0025
47525028114181.445,47525028114181.445,0.5,2.686118792211915,0.0025
43824761778493.52,43824761778493.52,0.5,3.787328981447778,0.0025
66330774887295.21,66330774887295.21,0.5,3.1781116568612053,0.0025
85282250033519.58,85282250033519.58,0.5,1.5,0.0025
70804875617605.39,70804875617605.39,0.5,2.7434415129881047,0.0025
86806285746491.12,86806285746491.12,0.5,3.293355981119619,0.0025
91646768985642.34,91646768985642.34,0.5,3.3175501363118127,0.0025
49939114459866.016,49939114459866.016,0.5,3.698625675282989,0.0025
53145061949146.195,53145061949146.195,0.5,3.479469282442146,0.0025
50750794815385.73,50750794815385.73,0.5,2.4729314584154816,0.0025
38223496090612.56,38223496090612.56,0.5,3.489545523405369,0.0025
50507191669365.945,50507191669365.945,0.5,2.8061054016767377,0.0025
61016501058585.78,61016501058585.78,0.5,3.4166753714265963,0.0025
68589360469105.15,68589360469105.15,0.5,3.4958718326432736,0.0025
35177003106955.664,35177003106955.664,0.5,3.5697995999617667,0.0025
34011571545623.72,34011571545623.72,0.5,8.059237707210453,0.0025
40689802808287.9,40689802808287.9,0.5,2.3069826656665215,0.0025
