r_projected_kpc,delta_sigma_cdm_tier1_msun_kpc2,delta_sigma_sidm_tier1_sigma_10p000,delta_sigma_sidm_tier1_sigma_20p000,delta_sigma_sidm_tier1_sigma_50p000,delta_sigma_sidm_tier1_sigma_100p000,delta_sigma_cdm_tier2_msun_kpc2,delta_sigma_sidm_tier2_sigma_10p000,delta_sigma_sidm_tier2_sigma_20p000,delta_sigma_sidm_tier2_sigma_50p000,delta_sigma_sidm_tier2_sigma_100p000,delta_sigma_cdm_tier3_msun_kpc2,delta_sigma_sidm_tier3_sigma_10p000,delta_sigma_sidm_tier3_sigma_20p000,delta_sigma_sidm_tier3_sigma_50p000,delta_sigma_sidm_tier3_sigma_100p000
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2173570475023514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4819581811036422,31399.406958101983,30644.467947636094,26551.94640545978,19819.81418182743,15850.210810462691,31401.97055872734,30665.392245212617,26632.563666444068,19987.813985710913,16051.95803835583,31401.97055872734,30665.393867915973,26632.56535829884,19987.815706673096,16051.959753496276
1.804072235870285,592457.7918179686,594414.9263172755,528270.2218629176,398072.47809960163,310651.6548303098,592515.2971719449,594612.3507380872,529433.9096457401,400965.52015090344,314324.3936572983,592515.2971719449,594612.3878014137,529433.9484696836,400965.5599760646,314324.4336140523
2.196200050540016,2504348.155317011,2575240.259613999,2372508.367831169,1881169.1067751895,1485387.1375236597,2504623.476631071,2575026.639153171,2375316.4546777224,1891069.0359227415,1499782.7601076963,2504623.476631071,2575026.830569853,2375316.6555011133,1891069.2426854435,1499782.9682873965
2.6735596092499083,6707235.444307367,7004093.03113577,6656255.964649668,5573386.4111936325,4494080.27201749,6708033.885644017,7001469.693542541,6658876.15143493,5592642.987646737,4528217.594126491,6708033.885644017,7001470.302644263,6658876.790813415,5592643.6469781445,4528218.259120387
3.2546766322380094,13467143.2855982,14147710.57665227,13777252.417825691,12149704.705829164,10126076.841755314,13468889.233172914,14140245.93583229,13775286.557721639,12173466.982900046,10181217.526382286,13468889.233172914,14140247.415577453,13775288.111441713,12173468.587134939,10181219.146880971
3.962103535596159,21155486.6624754,22214591.018300753,22007146.33179102,20307541.573246416,17648333.30286399,21158500.675163113,22201153.900464416,21996317.66898459,20323829.123951044,17709226.38833713,21158500.675163113,22201156.835715637,21996320.751255006,20323832.30908063,17709229.609318502
4.823294661991968,29244695.27023302,30656606.54973724,30722837.210881382,29408085.261577215,26693345.96832187,29249151.840901893,30636256.355166506,30699920.051203962,29405285.039123703,26737977.142595112,29249151.840901893,30636261.50276828,30699925.4563147,29405290.626403414,26737982.79601354
5.871671748956393,35228818.99085295,36782025.00837889,37089000.55891294,36393987.11135917,34221775.066821896,35234705.92848689,36756167.71241872,37055059.300392434,36367971.440286264,34233999.37504722,35234705.92848689,36756176.09168885,37055068.09819598,36367980.53602465,34234008.58181527
7.147920984212522,37695812.348894894,39226455.37192485,39674061.3520225,39535223.8221504,38147336.31363593,37702903.82081832,39196392.85576596,39631190.80139327,39487532.9802957,38122299.930507176,37702903.82081832,39196405.87013887,39631204.46483179,39487547.106515944,38122314.23108961
8.70157198512106,37701991.474016115,39132249.564607576,39641349.06192852,39882136.134422414,39170906.49416238,37710046.22279258,39098960.29885412,39591511.2775126,39816717.84975153,39112669.85379512,37710046.22279258,39098980.045077674,39591532.00751887,39816739.28083447,39112691.54950903
10.592919980436148,35935746.68656389,37225794.239648774,37741740.343645416,38196127.55413292,37954508.64408674,35944651.19833752,37190357.6827945,37686979.63606908,38117591.23543797,37870489.58635912,35944651.19833752,37190387.434300534,37687010.86751963,38117623.51940684,37870522.26622487
12.895365791812416,33689011.56113436,34823110.76601939,35313402.290516146,35864866.64906697,35911354.012663744,33698900.10824476,34786846.48335556,35255916.927289784,35777796.64775928,35809441.24029784,33698900.10824476,34786891.29013604,35255963.95660041,35777845.25219304,35809490.43312109
