r_kpc,rho_cdm_msun_kpc3,rho_sidm_msun_kpc3
0.1,563238197.0641061,168560312.79891446
0.10372352460387815,541564288.9601161,168048853.51671967
0.1075856955625132,520674386.94819796,167517126.1774637
0.11159167540703682,500540533.4982702,166964021.04351515
0.11574681889669769,481135779.35067004,166388324.23699242
0.12005668017652252,462434147.3438657,165788704.74587363
0.12452702020149467,444410597.53305763,165163699.91009906
0.12916381443717365,427040993.5526769,164511699.29125503
0.13397326084704933,410302070.1774444,163830926.85420403
0.13896178817730712,394171402.03825974,163119421.42816722
0.14413606455007819,378627373.45072734,162375015.47288707
0.14950300637666206,363649149.31562227,161595312.25819722
0.15506978760263462,349216647.0520348,160777661.67926055
0.16084384929720033,335310509.5253211,159919135.08256975
0.16683290959960628,321912078.9333279,159016499.6779236
0.17304497403591348,309003371.6156552,158066193.36764804
0.17948834621991527,296567053.75197524,157064301.14419302
0.18617163895250782,284586417.9166324,156006534.596527
0.19310378573434772,273045360.4579259,154888216.52544212
0.2002940527071863,261928359.67160457,153704273.19101012
0.20775205103984307,251220454.7392101,152449237.2827406
0.2154877497753732,240907225.40296203,151117265.27758947
0.2235114891566026,230974772.34991747,149702173.37247372
0.23183399444784317,221409698.27913713,148197496.5571458
0.24046639027126218,212199089.62656713,146596575.50898355
0.2494202154770703,203330498.9232936,144892675.6921928
0.2587074385674049,194791927.76374766,143079142.1590502
0.2683404736945253,186571810.36134198,141149591.9118077
0.2783321972547041,178658997.66989422,139098143.16256443
0.2886959650999977,171042742.05004928,136919677.38869536
0.29944563039089966,163712682.4607516,134610125.8397072
0.3105955621137428,156658830.15663514,132166767.43166868
0.32216066428760176,149871554.8729995,129588520.32710241
0.3341563958863679,143341571.4808294,126876205.71138155
0.3465987915026294,137059927.0950792,124032760.22285354
0.35950448278097413,131017988.62020344,121063373.99098466
0.3728907206493686,125207430.71765004,117975534.81367898
0.38677539837832653,119620224.18076523,114778965.68605511
0.4011770754986913,114248624.70326534,111485452.0713496
0.4161150026100039,109085162.02813347,108108565.77230474
0.4316091471126156,104122629.46448295,104663302.42137742
0.44768021989794266,99354073.76059818,101165657.82497343
0.46434970303253836,94772785.32202074,97632173.38326535
0.4816398784729901,90372288.76418485,94079481.92132097
0.49957385785002084,86146333.78973095,90523882.62785986
0.5181756133616097,82088886.38122737,86980968.18996754
0.5374700098164258,78194120.30061433,83465319.83429919
0.5574828378704069,74456408.88724644,79990278.13541713
0.5782408485009096,70870317.14694725,76567790.2494422
0.5997717887645148,67430594.12500228,73208328.44402857
0.6221044388862818,64132165.55650037,69920870.78848745
0.6452686507300306,60970126.78788837,66712932.650202
0.6692953877010759,57939735.96402291,63590636.97442688
0.6942167661347474,55036407.47539146,60558811.831455134
0.720066098226022,52255705.66051982,57621104.99499417
0.7468779365576533,49593338.75889219,54780107.00509779
0.7746881202863152,47045153.10997448,52037475.98127632
0.8035338230484973,44607127.59415118,49394059.186206646
0.8334536026501909,42275368.31155949,46850007.877019286
0.8644874526067796,40046103.49493031,44404883.26226931
0.8966768556020328,37915678.65262033,42057752.39661912
0.9300648389376556,35880551.93804617,39807273.60896956
0.9646960320475189,33937289.74170623,37651771.60577194
1.0006167261534444,32082562.50190142,35589302.75804444
1.0378749361422883,30313140.730142668,33617711.30656687
1.0765204647470314,28625891.24706179,31734677.339562595
1.1166049691176705,27017773.62442695,29937757.440366607
1.1581820298708931,25485836.8286064,28224418.892951313
1.2013072227108317,24027216.06052893,26592068.289237868
1.2460381927166346,22639129.786861137,25038075.317725625
1.2924347313961575,21318876.956764862,23559792.43815196
1.3405588566087603,20063834.39822081,22154571.06863614
1.390474895464055,18871454.387509964,20819774.834716782
1.4422495703074083,17739262.385043588,19552790.356788434
1.495952087907132,16664854.930330453,18351035.985348966
1.5516542319625826,15645897.688475018,17211968.832984425
1.6094304590568265,14680123.640221082,16133090.398350675
1.669357998182117,13765331.40719987,15111951.030387517
1.7315169539712356,12899383.703716544,14146153.440217322
1.7959904137726765,12080205.906124363,13233355.433110762
1.8628645587127948,11305784.73059648,12371272.002963241
1.9322287788933925,10574167.009919297,11557676.906331027
2.0041757928787027,9883458.559804333,10790403.811661668
2.078801771631511,9231823.125151956,10067347.101393338
2.1562064670640657,8617481.39670487,9386462.38961737
2.236493345375609,8038710.08860432,8745766.805571198
2.3197697253547664,7493841.067509012,8143339.082980925
2.4061469218316685,6981260.524156692,7577319.486876341
2.4957403944715284,6499408.178539961,7045909.6026728675
2.5886699021086006,6046776.5102285715,6547372.006808687
2.685059662826804,5621910.005797545,6080029.833832296
2.7850385200009686,5223404.41580886,5642266.251374072
2.888740114520688,4849906.0143379355,5232523.851750991
2.9963030634269643,4500110.854629202,4849303.966914707
3.107871145200423,4172764.015098877,4491165.911945934
3.22359349194879,3866658.830570057,4156726.1612261436
3.343624788750519,3580636.1043166216,3844657.460698407
3.468125480421014,3313583.2971990863,3553687.879191904
3.597261985977857,3064433.6908880114,3282599.8015684336
3.7312069210916996,2832165.5228802795,3030228.8664035373
3.8701393288201547,2615801.091711182,2795462.850994722
4.014244918933137,2414405.831442407,2577240.506658276
4.163716316149542,2227087.3551550787,2374550.3475027606
4.318753317617061,2052994.4677904826,2186429.3961254773
4.479563159979335,1891316.1492528059,2011961.8899461213
4.6463607963874285,1741280.5092127402,1850277.952152564
4.819369183825865,1602153.7155236974,1700552.231472703
4.998819581137341,1473238.8985801062,1562002.5151932584
5.184951858144471,1353875.034307697,1433888.320013235
5.378014816281719,1243435.8087773563,1315509.4654411217
5.57826652116618,1141328.4676766,1206204.6345173959
5.785974647551702,1046992.6540569573,1105349.9266664102
6.001416837127444,959899.2379026719,1012357.407454275
6.224881069639169,879549.1411386501,926673.6599535869
6.456666047829338,805472.1617164721,847778.3422945477
6.697081596710509,737225.8003900298,775182.7558186683
6.946449077705823,674394.0937210612,708428.4280501069
7.205101818210069,616586.4567439855,647085.7144655982
7.4733855571455905,563436.5385735732,590752.4227817614
7.7516589071085855,514601.0940630581,539052.4631936782
8.040293833723489,469758.87441910297,491634.5276961201
8.339676152846279,428609.53945843043,448170.80130376917
8.650206046281271,390872.5939536685,408355.70766418905
8.972298596700712,356286.3502675067,371904.691231691
9.306384342482275,324606.9192188726,338553.03784585895
9.65290985320607,295607.2308665156,308054.7352392781
10.012338326580373,269076.0866376967,280181.3746882796
10.385150207594119,244817.24397583696,254721.094721291
10.771843830723592,222648.53443392817,231477.56751420684
11.17293608605192,202401.01590256937,210269.0283330443
11.588963110191647,183918.15943486465,190927.3481327646
12.020481002933986,167055.07091667873,173297.14918861518
12.468066570582737,151677.74763127315,157234.9634235784
12.932318096966295,137662.36958308693,142608.43290292204
13.413856143158625,124894.62527700527,129295.5517945437
13.913324376977963,113269.07149728721,117183.94894169699
14.431390433372117,102688.5264944204,106170.21006228929
14.968746806840436,93063.49586844775,96159.23847569588
15.526111777085369,84311.63033339007,87063.65316310115
16.10423036913077,76357.21445877355,78803.22288983966
16.70387534919058,69130.6854102819,71304.33505698541
17.32584825761883,62568.18065144804,64499.497903430434
17.970980480321867,56611.113521193554,58326.874647681645
18.640134360064778,51205.77556701726,52729.8481393974
19.33420434915774,46302.96448975342,47656.61458304853
