r_kpc,rho_cdm_msun_kpc3,rho_sidm_msun_kpc3
5.0,40223473.604076706,40223473.604076706
5.16022495246393,38918107.51633475,38918107.51633475
5.325584312006275,37653397.45088388,37653397.45088388
5.496242610653047,36428084.64206358,36428084.64206358
5.672369652857469,35240949.500946194,35240949.500946194
5.854140684454854,34090810.400471166,34090810.400471166
6.041736567031642,32976522.49827482,32976522.49827482
6.2353439578820895,31896976.59604091,31896976.59604091
6.435155495731672,30851098.03423267,30851098.03423267
6.641369992411992,29837845.621102832,29837845.621102832
6.85419263067791,28856210.59491186,28856210.59491186
7.073835168363709,27905215.618317287,27905215.618317287
7.300516149081458,26983913.803929195,26983913.803929195
7.534461119671204,26091387.770057652,26091387.770057652
7.775902854619335,25226748.725707885,25226748.725707885
8.02508158766844,24389135.583907824,24389135.583907824
8.282245250849106,23577714.102480736,23577714.102480736
8.547649721171487,22791676.051402956,22791676.051402956
8.821559075222094,22030238.405913077,22030238.405913077
9.104245851919137,21292642.564564213,21292642.564564213
9.395991323687872,20578153.591435976,20578153.591435976
9.697085776325748,19886059.481746633,19886059.481746633
10.00782879783584,19215670.450129103,19215670.450129103
10.32852957651592,18566318.24085705,18566318.24085705
10.659507208599829,17937355.459328946,17937355.459328946
11.001091015757195,17328154.924139265,17328154.924139265
11.35362087276741,16738109.039086565,16738109.039086565
11.717447545693942,16166629.184487684,16166629.184487684
12.092933040895424,15613145.12718703,15613145.12718703
12.480450965220811,15077104.448668165,15077104.448668165
12.880386897746996,14557971.990693487,14557971.990693487
13.293138773428707,14055229.317915022,14055229.317915022
13.719117279042509,13568374.19691655,13568374.19691655
14.158746261818845,13096920.091163993,13096920.091163993
14.612463151168603,12640395.671356913,12640395.671356913
15.080719393923989,12198344.340689823,12198344.340689823
15.563980903526659,11770323.774546938,11770323.774546938
16.062728523610076,11355905.474169225,11355905.474169225
16.57745850643736,10954674.333846625,10954674.333846625
17.10868300667069,10566228.22120253,10566228.22120253
17.656930590963547,10190177.570151294,10190177.570151294
18.22274676388276,9826144.98612278,9826144.98612278
18.806694510683833,9473764.863160962,9473764.863160962
19.40935485747943,9132683.012516292,9132683.012516292
20.03132744935847,8802556.30236401,8802556.30236401
20.67323114703105,8483052.308292495,8483052.308292495
21.33570464259282,8173848.974217735,8173848.974217735
22.019407095021588,7874634.283391555,7874634.283391555
22.725018786038344,7585105.939182557,7585105.939182557
23.45324179698533,7304971.055319889,7304971.055319889
24.204800707394742,7033945.855300799,7033945.855300799
24.98044331594299,6771755.380673727,6771755.380673727
25.780941384507965,6518133.207919143,6518133.207919143
26.607091406069603,6272821.173660701,6272821.173660701
27.45971539721778,6035569.107949402,6035569.107949402
28.339661716056224,5806134.575373425,5806134.575373425
29.247805906316025,5584282.623756243,5584282.623756243
30.185051568518777,5369785.5402151,5369785.5402151
31.152331259056222,5162422.6143615665,5162422.6143615665
32.1506074180808,4961979.908435202,4961979.908435202
33.180873327130506,4768250.03417055,4768250.03417055
34.24415409744074,4581031.936206684,4581031.936206684
35.341507689926715,4400130.681857428,4400130.681857428
36.474025967851134,4225357.257069026,4225357.257069026
37.642835783224555,4056528.368400628,4056528.368400628
38.8491000980195,3893466.2508711596,3893466.2508711596
40.09401914131383,3735998.481524376,3735998.481524376
41.37883160351482,3583957.798571747,3583957.798571747
42.70481586885205,3437181.92598053,3437181.92598053
44.0732912873656,3295513.4033818045,3295513.4033818045
45.48561948765501,3158799.4211803856,3158799.4211803856
46.94320573169537,3026891.660755444,3026891.660755444
48.44750031306846,2899646.1396472277,2899646.1396472277
49.99999999999999,2776923.061631468,2776923.061631468
51.602249524639305,2658586.671588987,2658586.671588987
53.25584312006275,2544505.115083491,2544505.115083491
54.96242610653047,2434550.3025656478,2434550.3025656478
56.723696528574706,2328597.778126197,2328597.778126197
58.54140684454851,2226526.592725064,2226526.592725064
60.41736567031639,2128219.1818271587,2128219.1818271587
62.35343957882087,2033561.247378858,2033561.247378858
64.3515549573167,1942441.6440617486,1942441.6440617486
66.41369992411992,1854752.269762534,1854752.269762534
68.5419263067791,1770387.960199555,1770387.960199555
70.73835168363708,1689246.3876474595,1689246.3876474595
73.0051614908146,1611227.963702072,1611227.963702072
75.344611196712,1536235.746027429,1536235.746027429
77.7590285461933,1464175.3490262714,1464175.3490262714
80.25081587668436,1394954.858374147,1394954.858374147
82.82245250849104,1328484.7493554,1328484.7493554
85.47649721171487,1264677.8089371228,1264677.8089371228
88.21559075222093,1203449.0615142751,1203449.0615142751
91.04245851919137,1144715.698255887,1144715.698255887
93.95991323687875,1088397.0099785412,1088397.0099785412
96.97085776325744,1034414.3234691654,1034414.3234691654
100.07828797835835,982690.9411746833,982690.9411746833
103.28529576515915,933152.084171294,933152.084171294
106.59507208599828,885724.8383210886,885724.8383210886
110.01091015757196,840338.1035185545,840338.1035185545
113.53620872767411,796922.545924192,796922.545924192
117.1744754569394,755410.5530771578,755410.5530771578
120.92933040895424,715736.1917735701,715736.1917735701
124.80450965220805,677835.1685919637,677835.1685919637
128.8038689774699,641644.792942447,641644.792942447
132.931387734287,607103.9425114769,607103.9425114769
137.1911727904251,574153.0309698498,574153.0309698498
141.58746261818845,542733.9778077046,542733.9778077046
146.12463151168603,512790.18015697715,512790.18015697715
150.80719393923988,484266.48645900894,484266.48645900894
155.63980903526658,457109.17183289764,457109.17183289764
160.6272852361006,431265.9149987708,431265.9149987708
