r_kpc,rho_cdm_msun_kpc3,rho_sidm_msun_kpc3
0.1,563238197.0641061,101226733.03504565
0.10372352460387815,541564288.9601161,100920101.77445662
0.1075856955625132,520674386.94819796,100603314.83339599
0.11159167540703682,500540533.4982702,100276065.57116675
0.11574681889669769,481135779.35067004,99938038.17909555
0.12005668017652252,462434147.3438657,99588907.0954063
0.12452702020149467,444410597.53305763,99228336.32697785
0.12916381443717365,427040993.5526769,98855978.6628112
0.13397326084704933,410302070.1774444,98471474.76196311
0.13896178817730712,394171402.03825974,98074452.09643757
0.14413606455007819,378627373.45072734,97664523.72704937
0.14950300637666206,363649149.31562227,97241286.88761215
0.15506978760263462,349216647.0520348,96804321.34996313
0.16084384929720033,335310509.5253211,96353187.53937432
0.16683290959960628,321912078.9333279,95887424.36686698
0.17304497403591348,309003371.6156552,95406546.74195044
0.17948834621991527,296567053.75197524,94910042.72648537
0.18617163895250782,284586417.9166324,94397370.28792594
0.19310378573434772,273045360.4579259,93867953.60840257
0.2002940527071863,261928359.67160457,93321178.90533836
0.20775205103984307,251220454.7392101,92756389.72005154
0.2154877497753732,240907225.40296203,92172881.63373412
0.2235114891566026,230974772.34991747,91569896.37617351
0.23183399444784317,221409698.27913713,90946615.30268916
0.24046639027126218,212199089.62656713,90302152.2303785
0.2494202154770703,203330498.9232936,89635545.6476189
0.2587074385674049,194791927.76374766,88945750.34297
0.2683404736945253,186571810.36134198,88231628.54365887
0.2783321972547041,178658997.66989422,87491940.71263997
0.2886959650999977,171042742.05004928,86725336.2300487
0.29944563039089966,163712682.4607516,85930344.28317364
0.3105955621137428,156658830.15663514,85105365.41220322
0.32216066428760176,149871554.8729995,84248664.30972482
0.3341563958863679,143341571.4808294,83358364.65167479
0.3465987915026294,137059927.0950792,82432446.9450874
0.35950448278097413,131017988.62020344,81468750.60849841
0.3728907206493686,125207430.71765004,80464981.74315478
0.38677539837832653,119620224.18076523,79418728.28786755
0.4011770754986913,114248624.70326534,78327484.44718966
0.4161150026100039,109085162.02813347,77188686.39842153
0.4316091471126156,104122629.46448295,75999761.26067485
0.44768021989794266,99354073.76059818,74758191.07939768
0.46434970303253836,94772785.32202074,73461593.06603749
0.4816398784729901,90372288.76418485,72107816.46279664
0.49957385785002084,86146333.78973095,70695055.12672372
0.5181756133616097,82088886.38122737,69221973.24199167
0.5374700098164258,78194120.30061433,67687839.54426979
0.5574828378704069,74456408.88724644,66092663.244806394
0.5782408485009096,70870317.14694725,64437322.75127464
0.5997717887645148,67430594.12500228,62723676.668969885
0.6221044388862818,64132165.55650037,60954645.84586499
0.6452686507300306,60970126.78788837,59134255.77444274
0.6692953877010759,57939735.96402291,57267630.71038244
0.6942167661347474,55036407.47539146,55360934.39181322
0.720066098226022,52255705.66051982,53421256.914254844
0.7468779365576533,49593338.75889219,51456452.51845254
0.7746881202863152,47045153.10997448,49474937.982985705
0.8035338230484973,44607127.59415118,47485465.17645216
0.8334536026501909,42275368.31155949,45496883.495955385
0.8644874526067796,40046103.49493031,43517908.11156236
0.8966768556020328,37915678.65262033,41556908.24730005
0.9300648389376556,35880551.93804617,39621726.58845647
0.9646960320475189,33937289.74170623,37719536.94454503
1.0006167261534444,32082562.50190142,35856743.18880004
1.0378749361422883,30313140.730142668,34038918.807632
1.0765204647470314,28625891.24706179,32270783.506662767
1.1166049691176705,27017773.62442695,30556211.400379308
1.1581820298708931,25485836.8286064,28898264.34202948
1.2013072227108317,24027216.06052893,27299243.78375337
1.2460381927166346,22639129.786861137,25760754.98492857
1.2924347313961575,21318876.956764862,24283778.189957917
1.3405588566087603,20063834.39822081,22868742.381810695
1.390474895464055,18871454.387509964,21515598.235234562
1.4422495703074083,17739262.385043588,20223887.84250396
1.495952087907132,16664854.930330453,18992809.606774934
1.5516542319625826,15645897.688475018,17821277.369225
1.6094304590568265,14680123.640221082,16707973.3552956
1.669357998182117,13765331.40719987,15651394.905975929
1.7315169539712356,12899383.703716544,14649895.222828697
1.7959904137726765,12080205.906124363,13701718.52322831
1.8628645587127948,11305784.73059648,12805030.09701622
1.9322287788933925,10574167.009919297,11957941.796837296
2.0041757928787027,9883458.559804333,11158533.497880973
2.078801771631511,9231823.125151956,10404871.0413431
2.1562064670640657,8617481.39670487,9695021.139334172
2.236493345375609,8038710.08860432,9027063.674274325
2.3197697253547664,7493841.067509012,8399101.77802472
2.4061469218316685,6981260.524156692,7809270.028463569
2.4957403944715284,6499408.178539961,7255741.056051154
2.5886699021086006,6046776.5102285715,6736730.811375945
2.685059662826804,5621910.005797545,6250502.707340773
2.7850385200009686,5223404.41580886,5795370.816712205
2.888740114520688,4849906.0143379355,5369702.2771203965
2.9963030634269643,4500110.854629202,4971919.030996144
3.107871145200423,4172764.015098877,4600499.007006977
3.22359349194879,3866658.830570057,4253976.8319079345
3.343624788750519,3580636.1043166216,3930944.146950664
3.468125480421014,3313583.2971990863,3630049.5907080057
3.597261985977857,3064433.6908880114,3349998.5000094194
3.7312069210916996,2832165.5228802795,3089552.372319599
3.8701393288201547,2615801.091711182,2847528.1260381616
4.014244918933137,2414405.831442407,2622797.1895990027
4.163716316149542,2227087.3551550787,2414284.4456851273
4.318753317617061,2052994.4677904826,2220967.0531606874
4.479563159979335,1891316.1492528059,2041873.16629812
4.6463607963874285,1741280.5092127402,1876080.5684112299
4.819369183825865,1602153.7155236974,1722715.2349835394
4.998819581137341,1473238.8985801062,1580949.8397131437
5.184951858144471,1353875.034307697,1450002.2155054333
5.378014816281719,1243435.8087773563,1329133.7812719184
5.57826652116618,1141328.4676766,1217647.944387551
5.785974647551702,1046992.6540569573,1114888.487781428
6.001416837127444,959899.2379026719,1020237.9498554051
6.224881069639169,879549.1411386501,933116.0047182435
6.456666047829338,805472.1617164721,852977.8495714176
6.697081596710509,737225.8003900298,779312.6054731228
6.946449077705823,674394.0937210612,711641.7371297384
7.205101818210069,616586.4567439855,649517.4968125831
7.4733855571455905,563436.5385735732,592521.3969677937
7.7516589071085855,514601.0940630581,540262.7155763609
8.040293833723489,469758.87441910297,492377.03782858327
8.339676152846279,428609.53945843043,448524.83720237855
8.650206046281271,390872.5939536685,408390.0985786578
8.972298596700712,356286.3502675067,371678.98559024633
9.306384342482275,324606.9192188726,338118.55398478714
9.65290985320607,295607.2308665156,307455.5123880487
10.012338326580373,269076.0866376967,279455.03148312314
10.385150207594119,244817.24397583696,253899.60227423446
10.771843830723592,222648.53443392817,230587.94378212842
11.17293608605192,202401.01590256937,209333.96022175194
11.588963110191647,183918.15943486465,189965.74744257578
12.020481002933986,167055.07091667873,172324.6481674063
12.468066570582737,151677.74763127315,156264.3553466934
12.932318096966295,137662.36958308693,141650.06275170104
13.413856143158625,124894.62527700527,128357.66176071773
13.913324376977963,113269.07149728721,116272.98314693238
14.431390433372117,102688.5264944204,105291.08255354517
14.968746806840436,93063.49586844775,95315.56823997521
15.526111777085369,84311.63033339007,86257.96960133796
16.10423036913077,76357.21445877355,78037.14490031464
16.70387534919058,69130.6854102819,70578.72660467272
17.32584825761883,62568.18065144804,63814.60269357743
17.970980480321867,56611.113521193554,57682.43227996453
18.640134360064778,51205.77556701726,52125.1938931868
19.33420434915774,46302.96448975342,47090.76477447396
20.054118205062714,41857.63654209938,42531.52955609016
20.80083823051904,37828.582218548974,38404.016722111555
21.575362559845313,34178.12407801106,34668.56128325188
22.378726493137076,30871.83555127509,31288.992138950987
23.212003880143616,27878.279602704562,28232.34264593708
24.076308555673922,25168.766138214363,25468.582962665096
24.97279582845007,22717.127078904177,22970.372792513146
25.90266402539867,20499.508050893655,20712.833204541843
26.867156093444294,18494.175676235256,18673.336268251416
27.867561260946047,16681.33948659863,16831.311297429405
28.90521676099817,15042.98752013341,15168.066557283979
29.981509618898258,13562.734701982814,13666.625348085037
31.097878506172037,12225.683149854434,12311.57543704336
32.2558156636335,11018.29358742511,11088.930867759978
33.45686889605049,9928.267089791196,9986.005232959955
34.702643641082155,8944.43642634033,8991.295551112218
35.99480511525402,8056.666307038289,8094.37594071905
37.3350805398385,7255.761877954971,7285.80033736263
38.72526144961712,6533.384850696008,6557.013547889304
40.16720608760977,5881.97668810223,5900.269983305022
41.66284188897237,5294.688304993641,5308.559456980256
43.214168057383084,4765.315777770495,4775.539477588898
44.82325823736101,4288.241590265581,4295.473506820215
46.492263286089,3858.3809753187115,3863.1746903173866
48.223414148446345,3471.132942085319,3473.954606536419
50.01902483909382,3122.33560808418,3123.5766123292747
