M200,m200_msun,z,c200,weight
201798820470588.5,201798820470588.5,0.1,3.6175364531572773,0.0025
190635222324676.62,190635222324676.62,0.1,6.059904580838825,0.0025
165040622224587.44,165040622224587.44,0.1,4.350020275589878,0.0025
483806959965570.3,483806959965570.3,0.1,4.918564954230064,0.0025
256964408752802.2,256964408752802.2,0.1,2.5861339988069956,0.0025
231099066325558.25,231099066325558.25,0.1,2.747628673172028,0.0025
325198083647337.1,325198083647337.1,0.1,3.4528520511413414,0.0025
114217897856270.94,114217897856270.94,0.1,4.230420301164756,0.0025
306355763558241.75,306355763558241.75,0.1,6.014071670842243,0.0025
124414321618073.67,124414321618073.67,0.1,7.67943355191495,0.0025
563122111559146.8,563122111559146.8,0.1,2.324560948739654,0.0025
344614297467527.94,344614297467527.94,0.1,4.670598375939703,0.0025
173281493036257.44,173281493036257.44,0.1,2.7937940100912644,0.0025
172778094480294.03,172778094480294.03,0.1,3.1879669694790995,0.0025
158253133617603.94,158253133617603.94,0.1,4.611715954076874,0.0025
459651977809991.5,459651977809991.5,0.1,3.4071848528371382,0.0025
111731113667461.66,111731113667461.66,0.1,3.9478617706092956,0.0025
685386944374205.2,685386944374205.2,0.1,2.679363603978851,0.0025
339096527084135.25,339096527084135.25,0.1,3.0319666314286167,0.0025
123634151062341.4,123634151062341.4,0.1,4.294465614125466,0.0025
297650920754214.6,297650920754214.6,0.1,10.362060050340359,0.0025
183014293294825.3,183014293294825.3,0.1,1.8718947715174654,0.0025
224367127631032.78,224367127631032.78,0.1,5.115649787896673,0.0025
681475566280893.2,681475566280893.2,0.1,3.834869710626172,0.0025
179507416408868.88,179507416408868.88,0.1,4.686367031753145,0.0025
271807426641664.03,271807426641664.03,0.1,5.545432464879895,0.0025
164014229322289.53,164014229322289.53,0.1,4.028063835102365,0.0025
136729407874210.98,136729407874210.98,0.1,2.8786860804645156,0.0025
487584310437332.25,487584310437332.25,0.1,2.0701565556712076,0.0025
106492539225660.03,106492539225660.03,0.1,6.986818237651537,0.0025
951515567036762.4,951515567036762.4,0.1,3.346065335549239,0.0025
233019773789874.62,233019773789874.62,0.1,2.8476387293323295,0.0025
225850694790380.66,225850694790380.66,0.1,3.2181872268461866,0.0025
230641527139023.3,230641527139023.3,0.1,5.413953813223052,0.0025
147974868365920.2,147974868365920.2,0.1,5.846914943123524,0.0025
120452317951940.12,120452317951940.12,0.1,4.8474643605928405,0.0025
363349233778836.2,363349233778836.2,0.1,2.673435958188509,0.0025
584973616670563.1,584973616670563.1,0.1,5.937495014720826,0.0025
378894977465285.9,378894977465285.9,0.1,2.4939400784200725,0.0025
245381712287098.72,245381712287098.72,0.1,5.375649372844581,0.0025
450141653589946.56,450141653589946.56,0.1,1.6215592950003717,0.0025
348922653680286.0,348922653680286.0,0.1,3.521703935781087,0.0025
210086381113307.38,210086381113307.38,0.1,6.053814402877209,0.0025
486968428841992.1,486968428841992.1,0.1,4.519366530394808,0.0025
483236299662425.75,483236299662425.75,0.1,3.452746751233005,0.0025
283272865476780.4,283272865476780.4,0.1,1.7720588936021664,0.0025
