r_kpc,rho_cdm_tier1_msun_kpc3,rho_sidm_tier1_sigma_0p050,rho_sidm_tier1_sigma_0p100,rho_sidm_tier1_sigma_0p200,rho_sidm_tier1_sigma_0p300,rho_cdm_tier2_msun_kpc3,rho_sidm_tier2_sigma_0p050,rho_sidm_tier2_sigma_0p100,rho_sidm_tier2_sigma_0p200,rho_sidm_tier2_sigma_0p300,rho_cdm_tier3_msun_kpc3,rho_sidm_tier3_sigma_0p050,rho_sidm_tier3_sigma_0p100,rho_sidm_tier3_sigma_0p200,rho_sidm_tier3_sigma_0p300
2.929646252555782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0330988491646735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.1402045966397445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.251092496201731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.3658961044033493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.4847536939886123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.6078084204324776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.735208494361389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.8671073600623824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.003663880295773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.145042527633995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.291413582557069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.44295333854327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.599844314402033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.762275474104813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.930442454378689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.104547800336829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.284801209429602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.471419784010184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.66462829281882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.864659441700725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0717541538836395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.286161860152649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.5081407992717475,1745633.8074622485,1745641.9684425956,1745650.123808419,1745666.4177128747,1745682.689200474,1745704.398845485,1745712.538116996,1745720.671788661,1745736.9223487824,1745753.1505506483,1745704.398845485,1745712.5381164213,1745720.6717875353,1745736.9223466115,1745753.150547508
6.737958329013971,3597322.8190329294,3597335.874121635,3597348.919534177,3597374.981356801,3597401.0045401985,3597479.9614265077,3597492.9807508416,3597505.990425047,3597531.98084902,3597557.9327377193,3597479.9614265077,3597492.980749565,3597505.990422546,3597531.9808442043,3597557.932730773
6.975891248174736,4947826.392979714,4947843.41846353,4947860.432552098,4947894.426573496,4947928.3750893315,4948043.6879154295,4948060.665490005,4948077.631700804,4948111.530061009,4948145.383041343,4948043.6879154295,4948060.665488047,4948077.631696968,4948111.530053624,4948145.383030687
7.222226129956228,7152706.52841424,7152732.476088948,7152758.409602237,7152810.234181939,7152862.002209975,7153006.958192259,7153032.832194108,7153058.6920742085,7153110.369506436,7153161.990545423,7153006.958192259,7153032.832191027,7153058.6920681605,7153110.369494782,7153161.990528599
7.477259667124324,9245230.688913511,9245262.521836333,9245294.33907245,9245357.926524607,9245421.451330693,9245625.731047355,9245657.471585099,9245689.196480975,9245752.599387033,9245815.93982609,9245625.731047355,9245657.47158076,9245689.196472457,9245752.599370623,9245815.939802393
7.74129902935385,11377397.0475915,11377434.36737566,11377471.670680849,11377546.227895336,11377620.719297117,11377883.68231415,11377920.89145253,11377958.084160013,11378032.420323187,11378106.690865654,11377883.68231415,11377920.891446682,11377958.084148558,11378032.420301128,11378106.690833818
8.014662233192501,12474846.429219654,12474886.438321749,12474926.43168288,12475006.371220289,12475086.247889828,12475389.384470493,12475429.271458285,12475469.14275232,12475548.83829706,12475628.47116246,12475389.384470493,12475429.271451069,12475469.142738147,12475548.83826977,12475628.471123058
8.29767852508906,13681783.574701238,13681824.997176163,13681866.404774778,13681949.17537793,13682031.886563772,13682392.77601606,13682434.068003986,13682475.34516144,13682557.855019782,13682640.30564398,13682392.77601606,13682434.067995138,13682475.345144093,13682557.854986388,13682640.305595756
8.590688777947209,14872258.997913241,14872302.482967427,14872345.95396708,14872432.853834653,14872519.697564568,14872931.611893382,14872974.956195768,14873018.286488065,14873104.905074088,14873191.46769989,14872931.611893382,14872974.956185035,14873018.286467021,14873104.905033587,14873191.467641454
8.894045901682603,15324819.630343266,15324862.488836871,15324905.334687531,15324990.988487782,15325076.591786485,15325535.492445748,15325578.20688116,15325620.90871493,15325706.274605239,15325791.590159,15325535.492445748,15325578.206868531,15325620.908690138,15325706.274557585,15325791.590090247
9.208115268277645,16614722.608000385,16614768.48914126,16614814.358243419,16614906.06035696,16614997.714380126,16615506.954160396,16615552.678148128,16615598.39013722,16615689.778144836,16615781.118222238,16615506.954160396,16615552.67813299,16615598.390107535,16615689.778087737,16615781.118139835
9.533275151845931,16477152.448343286,16477197.418265576,16477242.37757135,16477332.264355207,16477422.108728498,16477948.907884846,16477993.717768842,16478038.517073022,16478128.08396364,16478217.60859033,16477948.907884846,16477993.717751278,16478038.517038574,16478128.083897445,16478217.608494842
9.869917184236396,15844355.52458183,15844398.600692911,15844441.667618683,15844527.773932796,15844613.843552673,15845142.711101964,15845185.627083238,15845228.533912314,15845314.320132287,15845400.069790317,15845142.711101964,15845185.62706311,15845228.533872861,15845314.320056422,15845400.069680898
10.218446826725899,15233716.2150078,15233757.466637792,15233798.71029492,15233881.173706332,15233963.60526617,15234494.227284005,15234535.318736322,15234576.402245786,15234658.54545164,15234740.656925702,15234494.227284005,15234535.318713272,15234576.402200555,15234658.545364715,15234740.65680036
10.57928385836836,14644474.01185752,14644513.505871551,14644552.992940929,14644631.94625894,14644710.871832127,14645242.948828189,14645282.282658713,14645321.609571822,14645400.242658887,14645478.848109884,14645242.948828189,14645282.282632288,14645321.60951996,14645400.242559273,14645478.847966319
10.952862881588633,14075913.61235249,14075951.413483666,14075989.208543302,14076064.780459223,14076140.328117719,14076673.574158946,14076711.215144718,14076748.850083785,14076824.1018329,14076899.329423789,14076673.574158946,14076711.21511441,14076748.850024372,14076824.10171879,14076899.329259312
11.339633845630107,13527350.095189262,13527386.26605729,13527422.431596873,13527494.746700268,13527567.04051435,13528101.178408694,13528137.189215418,13528173.194716392,13528245.189810669,13528317.163706368,13528101.178408694,13528137.189180685,13528173.19464835,13528245.189679971,13528317.163518056
11.740062588486381,12998132.28487928,12998166.886205802,12998201.482837878,12998270.662026731,12998339.82245858,12998874.581678431,12998909.023076767,12998943.459801523,12999012.319238259,12999081.16000134,12998874.581678431,12998909.023036988,12998943.459723566,12999012.319088597,12999081.159785807
12.154631397969874,12487592.307102103,12487625.397464987,12487658.483675152,12487724.643644206,12487790.787020225,12488325.910784386,12488358.841399612,12488391.767881317,12488457.608451178,12488523.43250485,12488325.910784386,12488358.841354044,12488391.767792093,12488457.608279906,12488523.432258205
12.583839592593025,11995101.212989477,11995132.849007053,11995164.481335826,11995227.734932955,11995290.973790172,11995826.217731316,11995857.694229439,11995889.167056568,11995952.101703772,11996015.021682303,11995826.217731316,11995857.694177264,11995889.166954394,11995952.101507748,11996015.021400072
13.028204122961776,11520053.848691769,11520084.085090183,11520114.318198185,11520174.774548005,11520235.217749286,11520770.34794312,11520800.42509917,11520830.498981377,11520890.636929251,11520950.76179479,11520770.34794312,11520800.425039455,11520830.498864414,11520890.636704916,11520950.761471888
13.488260194405646,11061894.623740137,11061923.513628246,11061952.40056929,11062010.165614475,11062067.918882672,11062602.705018075,11062631.43599367,11062660.164037677,11062717.611335129,11062775.04691742,11062602.705018075,11062631.435925324,11062660.163903825,11062717.611078512,11062775.046548162
13.964561911594291,10620049.765754681,10620077.360460443,10620104.952515846,10620160.128679324,10620215.294251222,10620749.516669365,10620776.952844923,10620804.386384625,10620859.245560193,10620914.094202118,10620749.516669365,10620776.952766731,10620804.386231542,10620859.245266767,10620914.093779989
14.457682945917036,10193961.09942091,10193987.448432723,10194013.795051433,10194066.481112761,10194119.157610158,10194652.607862765,10194678.798777731,10194704.987313244,10194757.357249137,10194809.717675645,10194652.607862765,10194678.798688298,10194704.98713819,10194757.356913652,10194809.717193156
14.968217226429024,9783105.095052822,9783130.24627803,9783155.395333907,9783205.68694054,9783255.969877338,9783788.449932134,9783813.443546396,9783838.435004251,9783888.41145354,9783938.379284551,9783788.449932134,9783813.443444105,9783838.434804069,9783888.411070019,9783938.378733132
15.496779655196365,9386982.58749281,9387006.587276889,9387030.585087188,9387078.574788854,9387126.556601834,9387657.874111513,9387681.716824848,9387705.557576645,9387753.233198041,9387800.900979672,9387657.874111513,9387681.716707902,9387705.557347806,9387753.232759742,9387800.90034967
16.044006847901738,9005117.373057745,9005140.266328879,9005163.157797799,9005208.935331076,9005254.705661103,9005784.672575826,9005807.409372866,9005830.144379338,9005875.60902267,9005921.066509375,9005784.672575826,9005807.409239225,9005830.144117868,9005875.608522067,9005921.065789951
16.610557900602483,8637017.388174389,8637039.218249865,8637061.046674209,8637104.698571399,8637148.3438691,8637676.783013197,8637698.457265927,8637720.129878694,8637763.470186133,8637806.8039386,8637676.783013197,8637698.457113246,8637720.129580023,8637763.469614457,8637806.803117272
17.197115183564737,8282221.468003213,8282242.27674535,8282263.083970017,8282304.6938686045,8282346.297701704,8282873.04153141,8282893.6951570455,8282914.347275901,8282955.646994864,8282996.940691064,8282873.04153141,8282893.694982623,8282914.346934779,8282955.646342128,8282996.939753499
17.804385163129638,7940286.07903166,7940305.906888944,7940325.733347502,7940365.382069926,7940405.02520136,7940929.91369454,7940949.587197087,7940969.259311186,7941008.599375468,7941047.933889846,7940929.91369454,7940949.586997894,7940969.258921664,7941008.598630354,7941047.932819862
18.43309925260161,7610806.695867487,7610825.582086051,7610844.467011916,7610882.232986866,7610919.993794527,7611442.868221903,7611461.600905872,7611480.332307054,7611517.791262315,7611555.24508989,7611442.868221903,7611461.600678498,7611480.331862496,7611517.790412177,7611555.243869426
19.084014693183377,7293359.718237374,7293377.700716255,7293395.681997528,7293431.640968319,7293467.595151745,7293988.30521807,7294006.135040039,7294023.963673969,7294059.617378797,7294095.266334511,7293988.30521807,7294006.1347806,7294023.963166799,7294059.616409206,7294095.264942936
19.757915466018908,6987534.565956165,6987551.6812173985,6987568.795366628,6987603.020330083,6987637.24084832,6988155.644906579,6988172.608444662,6988189.570880008,6988223.492443536,6988257.409598919,6988155.644906579,6988172.608148687,6988189.570301526,6988223.491337936,6988257.408012538
20.45561323644272,6692946.296885575,6692962.580263209,6692978.86260628,6693011.424189607,6693043.981637178,6693559.946030751,6693576.078675758,6693592.210295202,6693624.470458318,6693656.726521684,6693559.946030751,6693576.0783381825,6693592.20963552,6693624.469197885,6693656.724713612
21.177948331572747,6409229.694495746,6409245.180155991,6409260.664852017,6409291.631352226,6409322.593997836,6409835.988370135,6409851.324346001,6409866.659366422,6409897.326541701,6409927.989897409,6409835.988370135,6409851.323961117,6409866.658614413,6409897.325105318,6409927.9878374785
21.92579075242435,6136034.211944232,6136048.93297368,6136063.653103078,6136093.090662491,6136122.524623789,6136633.22118556,6136647.793637599,6136662.365198129,6136691.505645418,6136720.642528748,6136633.22118556,6136647.793199013,6136662.364341346,6136691.504009423,6136720.640183149
22.700041221764366,5872996.211231858,5873010.199498845,5873024.186924548,5873052.159252789,5873080.128217797,5873588.0078656105,5873601.848718902,5873615.688739248,5873643.366281766,5873671.040494376,5873588.0078656105,5873601.848219291,5873615.687763414,5873643.3644189965,5873671.03782434
23.50163226896731,5619775.618569935,5619788.904847467,5619802.190337733,5619828.758957034,5619855.324428943,5620360.275662592,5620373.41574637,5620386.555051011,5620412.831323511,5620439.10448118,5620360.275662592,5620373.415177354,5620386.553939814,5620412.82920295,5620439.10144244
24.331529353180446,5376045.607551948,5376058.22154367,5376070.834797921,5376096.059094545,5376121.280442857,5376623.197103438,5376635.666177446,5376648.134521927,5376673.069022931,5376698.000607459,5376623.197103438,5376635.665529562,5376648.133256933,5376673.066609624,5376697.997150114
25.19073202615028,5141509.130168806,5141521.100660634,5141533.070461064,5141557.007988233,5141580.94275127,5142079.718220412,5142091.545128053,5142103.371352085,5142127.02174985,5142150.669414645,5142079.718220412,5142091.544390826,5142103.369912873,5142127.019005021,5142150.665483392
26.080275136111265,4915851.457812018,4915862.812556986,4915874.166653312,4915896.872900457,4915919.576554343,4916415.111113399,4916426.323663628,4916437.535572843,4916459.957468695,4916482.376801814,4916415.111113399,4916426.322825108,4916437.53393616,4916459.954348199,4916482.3723337
27.00123007418656,4698769.120257174,4698779.885969905,4698790.651073747,4698812.179455207,4698833.705402351,4699325.906091476,4699336.531053022,4699347.155413176,4699368.402329721,4699389.646841887,4699325.906091476,4699336.530099559,4699347.153552435,4699368.398783103,4699389.641764954
27.95470606480209,4489976.605765894,4489986.808249994,4489997.010162294,4490017.412271853,4490037.81209532,4490526.592186654,4490536.6554168295,4490546.718082538,4490566.841720954,4490586.963102628,4490526.592186654,4490536.654332945,4490546.71596764,4490566.837691132,4490586.95733552
28.941851501668122,4289204.526378717,4289214.190549113,4289223.854182338,4289243.179837677,4289262.503345424,4289747.777584233,4289757.304051493,4289766.829988797,4289785.880273891,4289804.928440199,4289747.777584233,4289757.302819935,4289766.827586167,4289785.875697224,4289804.921892209
29.963855330937424,4096191.9356966196,4096201.0856271777,4096210.2350530056,4096228.5323908026,4096246.827710657,4096728.5122455903,4096737.5260769664,4096746.5394106796,4096764.564585457,4096782.587770573,4096728.5122455903,4096737.5246784617,4096746.5366828367,4096764.559390893,4096782.5803405014
31.02194848320603,3910668.6357250293,3910677.2945616613,3910685.9529239764,3910703.2682259534,3910720.5816315585,3911198.5996544072,3911207.1240465674,3911215.647971355,3911232.6944190892,3911249.738998199,3911198.5996544072,3911207.122459117,3911215.6448754794,3911232.68852548,3911249.730570479
32.11740535608111,3732381.405862757,3732389.595913041,3732397.7855175603,3732414.16338959,3732430.539479398,3732904.820340044,3732912.8776499117,3732920.934520827,3732937.046946077,3732953.1576163433,3732904.820340044,3732912.875848477,3732920.9310082556,3732937.0402612514,3732953.148059747
33.25154534910187,3561087.1063479115,3561094.849099802,3561102.591432773,3561118.0748422174,3561133.5565767568,3561604.033359114,3561611.645122826,3561619.256474298,3561634.4779407983,3561649.6977591254,3561604.033359114,3561611.643079333,3561619.252490426,3561634.470361357,3561649.6869264785
34.425734452862066,3396564.544684313,3396571.860907288,3396579.1767366054,3396593.8072144897,3396608.4361184672,3397075.040065148,3397082.2271001767,3397089.413748105,3397103.7858829205,3397118.1564700543,3397075.040065148,3397082.224783658,3397089.4092327417,3397103.7772949496,3397118.144199265
35.641386894248065,3238577.8460426256,3238584.755707019,3238591.665001543,3238605.482481199,3238619.2984820465,3239081.966650198,3239088.748972541,3239095.530931452,3239109.0937592024,3239122.655133887,3239081.966650198,3239088.7463478725,3239095.5258163223,3239109.0840335214,3239122.6412412124
36.89996683977406,3086900.78133322,3086907.303620854,3086913.825561035,3086926.8683992554,3086939.909848306,3087398.5846645413,3087404.9814993357,3087411.3779929997,3087424.169957132,3087436.960557352,3087398.5846645413,3087404.978526593,3087411.3722005133,3087424.1589469463,3087436.9448340083
38.20299015906605,2941318.9952260284,2941325.1486098478,2941331.3016673424,2941343.6068036184,2941355.9106352446,2941810.5393931028,2941816.5692550116,2941822.5987968007,2941834.656920243,2941846.713763807,2941810.5393931028,2941816.5658892193,2941822.592239589,2941834.6444603438,2941846.6959749283
39.55202625061856,2801631.168317238,2801636.9705844144,2801642.7725452227,2801654.375547921,2801665.9773257007,2802116.5073250933,2802122.188041717,2802127.8684580517,2802139.228390024,2802150.587121375,2802116.5073250933,2802122.184233061,2802127.861039338,2802139.2142974907,2802150.567006997
40.94869993202291,2667640.3414429687,2667645.8097182955,2667651.277706076,2667662.2128191413,2667673.1467825123,2668119.525851343,2668124.8745862334,2668130.223039532,2668140.9191015037,2668151.6140375915,2668119.525851343,2668124.8702793387,2668130.2146517923,2668140.903173179,2668151.5913090967
42.394693396943964,2539144.05528887,2539149.205989383,2539154.3564201016,2539164.656472308,2539174.955445804,2539617.1371729267,2539622.170379043,2539627.2033212,2539637.268413784,2539647.3324509915,2539617.1371729267,2539622.1655110368,2539627.193842343,2539637.2504190067,2539647.3067807164
43.89174824120222,2415951.39642287,2415956.2453188365,2415961.0939617674,2415970.7904886515,2415980.486003823,2416418.428980743,2416423.1624619975,2416427.8956959294,2416437.361421963,2416446.8261591336,2416418.428980743,2416423.156961801,2416427.884987955,2416437.3411001465,2416446.7971770475
45.441667560401555,2297879.2727439837,2297883.834975158,2297888.396969104,2297897.520245469,2297906.6425733534,2298340.3077889923,2298344.7567166868,2298349.205412754,2298358.102110145,2298366.9978814223,2298340.3077889923,2298344.7505050567,2298349.1933218595,2298358.0791709493,2298366.9651753753
47.046318121629,2184760.1339219227,2184764.4240606595,2184768.713977095,2184777.2931431932,2184785.8714204715,2185215.2167634633,2185219.3957400075,2185223.5744997207,2185231.9313688013,2185240.287370954,2185215.2167634633,2185219.388730206,2185223.5608575935,2185231.905494681,2185240.2504903665
48.707632611842456,2076415.4792515226,2076419.5112546429,2076423.5430495415,2076431.606014788,2076439.668147498,2076864.6564586745,2076868.5794680081,2076872.50227447,2076880.3472789095,2076888.1914722256,2076864.6564586745,2076868.5715621542,2076872.4868911945,2076880.318111622,2076888.149908876
50.42761196565391,1972674.8789854238,1972678.6662125154,1972682.4532446624,1972690.0267242386,1972697.5994243794,1973118.1976916327,1973121.878117698,1973125.5583540562,1973132.918257748,1973140.2774029342,1973118.1976916327,1973121.8692052623,1973125.5410152092,1973132.8853929124,1973140.230583236
52.20832777531229,1873375.2947250598,1873378.8499857816,1873382.4050640804,1873389.514673528,1873396.6235536074,1873812.8024155176,1873816.2530898873,1873819.7035869523,1873826.6040492633,1873833.5038026618,1873812.8024155176,1873816.2430471329,1873819.6840525537,1873826.567034522,1873833.4510852671
54.05192478578834,1778364.1497424294,1778367.485318708,1778370.8207243676,1778377.491023944,1778384.160641351,1778795.8892583833,1778799.122482739,1778802.3555414712,1778808.8211621724,1778815.286120672,1778795.8892583833,1778799.1111737557,1778802.3335480085,1778808.7795010167,1778815.2268018976
55.96062347796665,1687490.779631097,1687493.9072886317,1687497.034786674,1687503.2893043673,1687509.5431843693,1687916.7904963542,1687919.8180536751,1687922.8454563753,1687928.8997980123,1687934.9535214389,1687916.7904963542,1687919.8053283019,1687922.8207127405,1687928.8529421566,1687934.886824462
57.93672274305631,1600602.2779370816,1600605.2089089297,1600608.139731762,1600614.0009304674,1600619.8615333692,1601022.6009214034,1601025.4340590097,1601028.2670523552,1601033.9326063367,1601039.597583519,1601022.6009214034,1601025.4197478963,1601028.2392302793,1601033.879937597,1601039.5226326026
59.98260265144105,1517553.0918478146,1517555.8368736748,1517558.5817603855,1517564.0711164325,1517569.5599161142,1517967.7685604056,1517970.4180295218,1517973.0673641178,1517978.3656298348,1517983.6633577133,1517967.7685604056,1517970.4019424673,1517973.036095011,1517978.306454383,1517983.579170309
62.100727319304106,1438203.8050630128,1438206.3744046243,1438208.943616369,1438214.0816503284,1438219.219165045,1438612.8752644996,1438615.3513357928,1438617.827281732,1438622.7787976165,1438627.7298122998,1438612.8752644996,1438615.3332623935,1438617.7921579338,1438622.7123484067,1438627.6353025783
64.29364787647995,1362425.7530755226,1362428.1565547176,1362430.5599127752,1362435.3662655482,1362440.1721339778,1362829.249378459,1362831.5618804463,1362833.8742656896,1362838.498686015,1362843.1226395674,1362829.249378459,1362831.5415924618,1362833.8348451224,1362838.4241316589,1362843.016631128
66.56400553910801,1290083.0347208132,1290085.2816967866,1290087.5285598317,1290092.0219471948,1290096.5148830283,1290480.9908951255,1290483.1491907095,1290485.307377635,1290489.623425582,1290493.9390390934,1290480.9908951255,1290483.1264320672,1290485.2631643664,1290489.5398336044,1290493.8202127398
68.9145347907888,1221046.1996090848,1221048.2989977875,1221050.398281272,1221054.5965326414,1221058.7943633138,1221438.6494614447,1221440.6624674536,1221442.6753723985,1221446.7008791585,1221450.7259818376,1221438.6494614447,1221440.6369512281,1221442.6258108083,1221446.6072050994,1221450.592860218
71.34806667607404,1155190.3559376919,1155192.3162399696,1155194.2764442714,1155198.196558995,1155202.116281969,1155577.33292504,1155579.2091405457,1155581.0852621116,1155584.8372234765,1155588.5888092408,1155577.33292504,1155579.1805478095,1155581.0297347945,1155584.7323073302,1155588.4397523191
73.86753221025756,1092398.7424502256,1092400.5717712084,1092402.4010010066,1092406.0591871052,1092409.7170086263,1092780.274409019,1092782.0219349405,1092783.7693736008,1092787.2639891852,1092790.7582558675,1092780.274409019,1092781.9899189866,1092783.7072095405,1092787.1465707994,1092790.5914827136
76.47596590957379,1032555.5660619768,1032557.2721188491,1032558.9780909101,1032562.3897806489,1032565.8011312846,1032931.6772000382,1032933.3037467832,1032934.930212523,1032938.1829010269,1032941.435265645,1032931.6772000382,1032933.2679270954,1032934.8606754377,1032938.0515982048,1032941.2488234838
79.17650944605587,975544.9841804376,975546.574302242,975548.1643452076,975551.3441946681,975554.5237289101,975915.6990094848,975917.2118965789,975918.7247085248,975921.7501070112,975924.7752050317,975915.6990094848,975917.1718475197,975918.6469748841,975921.6033739754,975924.5669102477
81.97241543145503,921255.6749754027,921257.1561277938,921258.6372069423,921261.5991455511,921264.5607913084,921621.0178533326,921622.4240343451,921623.8301456898,921626.6421594161,921629.4538945877,921621.0178533326,921622.3792814037,921623.7432976334,921626.4782741208,921629.2213155072
84.86705133477912,869581.2272121526,869582.6060117711,869583.9847433851,869586.7420026334,869589.4989899741,869941.21945293,869942.5255299616,869943.8315424501,869946.4433738348,869949.0549471568,869941.21945293,869942.4755531295,869943.7345743601,869946.2604504105,869948.795421769
87.86390353816842,820422.5221543721,820423.8048917118,820425.0875659466,820427.6527251321,820430.2176320014,820777.1767678659,820778.3890146617,820779.601201702,820782.0253965525,820784.4493524833,820777.1767678659,820778.3332557318,820779.4930344237,820781.8214123262,820784.1600270264
90.96658153599391,773676.4609885729,773677.6536218105,773678.8461965226,773681.2311704034,773683.6159102807,774025.7910912932,774026.9154468079,774028.0397470384,774030.2881816747,774032.5363952657,774025.7910912932,774026.8532837662,774027.9191781875,774030.060883424,774032.2140911992
94.17882228223529,729244.8594899299,729245.9676616333,729247.0757790899,729249.291851298,729251.5077066157,729588.8766516367,729589.9187368982,729590.9607710463,729593.0446860291,729595.1283966423,729588.8766516367,729589.8494789533,729590.8264654694,729592.7915723304,729594.7695860252
97.50449469137504,687032.5293870493,687033.5584416946,687034.5874460887,687036.6453041603,687038.702961318,687371.2429962659,687372.2081320088,687373.173220528,687375.1032559169,687377.0331024836,687371.2429962659,687372.1310178352,687373.0237071904,687374.8215722588,687376.6339022386
100.94760429822968,646950.3767149603,646951.3317145839,646952.286667688,646954.1964343583,646956.1060150245,647283.7887005253,647284.6819230226,647285.5751019168,647287.3613289259,647289.1473815979,647283.7887005253,647284.5961349575,647285.4088013835,647287.0481193092,647288.7036264148
104.51229808233013,608910.2235884332,608911.1093197255,608911.9950079747,608913.7662553622,608915.5373306457,609238.3308441457,609239.1569123231,609239.9829402699,609241.6348754968,609243.2866498724,609238.3308441457,609239.0615601238,609239.7981332621,609241.2869234062,609242.7938088082
108.20286946266222,572825.0298665933,572825.8508474611,572826.6717885258,572828.3135512618,572829.9551548451,573147.8271714145,573148.5905734487,573149.353938391,573150.8805570187,573152.4070273389,573147.8271714145,573148.484670605,573149.1487198602,573150.4942988553,573151.8600810858
112.02376346878327,538610.601785056,538611.3622803298,538612.1227388161,538613.6435454444,538615.1642049829,538928.0810958956,538928.7860650569,538929.4910000424,538930.9007675062,538932.3103983228,538928.0810958956,538928.6685210416,538929.2632646472,538930.4722668957,538931.7038048216
115.97958209454252,506186.6901233701,506187.39415703894,506188.0981567282,506189.5060541841,506190.9138157756,506498.8375935936,506499.4881205859,506500.1386161114,506501.43951277965,506502.7402836341,506498.8375935936,506499.3577540205,506499.88608371664,506500.9645085467,506502.06804595946
